shipment_id,order_id,shipment_date,current_status,estimated_arrival,shipping_address
692,4346,2023-08-16 11:10:18,Delivered,2023-10-03 11:23:54,"4967 Mueller Dale
South Mary, MD 50275"
693,142,2022-10-14 07:32:04,In Transit,2023-10-01 17:35:17,"2391 Davis Tunnel
Melissafort, IN 93758"
694,2338,2022-11-16 02:10:34,In Transit,2023-09-29 19:32:52,"209 Park Ford
East Linda, WI 79090"
695,2294,2023-03-03 19:58:01,Shipped,2023-10-03 23:54:37,"33510 John Prairie Suite 923
Lake Kathleenville, CA 59753"
696,976,2023-07-25 18:44:28,Delivered,2023-09-30 06:17:04,"9661 Turner Tunnel Apt. 172
Blevinshaven, NV 05019"
697,2940,2022-11-06 17:13:35,Shipped,2023-09-27 16:49:12,"389 Samuel Bypass
Shieldsport, AS 61896"
698,2499,2022-11-03 06:41:40,Shipped,2023-09-30 12:44:03,"561 Jeffrey Trail Apt. 966
Chavezside, UT 14599"
699,3062,2023-05-04 12:37:11,Shipped,2023-09-30 05:52:04,"1948 English Expressway
West Kevin, OH 73081"
700,1584,2023-03-27 10:57:28,Delivered,2023-10-01 12:48:00,"69691 Ibarra Common
South Joannebury, AR 98844"
701,3933,2022-10-12 06:03:52,Shipped,2023-10-03 01:45:39,"2381 Owens Inlet
Michaelport, RI 51086"
702,1804,2023-05-16 07:38:22,In Transit,2023-09-28 14:24:37,"917 Melissa Mews
North Kyleberg, MT 98024"
703,4614,2023-04-25 02:41:41,In Transit,2023-09-28 10:27:28,"2886 Clifford Point
West Jasonton, PW 55440"
704,186,2023-04-29 18:03:56,Delivered,2023-09-29 11:55:53,"025 Buchanan Street Apt. 194
North Patrick, VA 44626"
705,3124,2023-02-24 02:59:57,Shipped,2023-09-30 16:18:07,"59554 Charles Union Apt. 214
Jennifermouth, OR 90149"
706,2086,2023-01-05 16:47:14,Delivered,2023-10-02 19:16:59,"24952 Veronica Villages Suite 206
West Timothy, CA 98449"
707,3955,2023-05-21 14:11:46,Shipped,2023-10-02 13:33:22,"4796 Kirsten Brooks
West Stephenmouth, NJ 49549"
708,3073,2023-06-27 00:42:28,In Transit,2023-10-01 13:44:12,"174 Williams Forest
Mortonton, MA 29893"
709,499,2023-07-13 02:34:11,Shipped,2023-10-03 04:55:11,"25547 Benjamin Forge
Benjaminbury, OH 51430"
710,2317,2023-02-08 21:30:37,Delivered,2023-09-29 22:00:58,"658 Victor Green Apt. 346
Lauraland, MT 61011"
711,94,2023-06-18 01:28:19,Delivered,2023-09-27 21:43:10,"3890 Robertson Fall Apt. 195
Jonesview, DE 98845"
712,2339,2023-06-17 16:19:49,In Transit,2023-10-01 02:29:28,"PSC 3038, Box 8575
APO AA 52692"
713,3064,2023-08-30 01:09:26,Shipped,2023-10-02 22:48:53,"311 Joseph Islands
Ericport, IN 60077"
714,4466,2022-12-26 04:58:34,Delivered,2023-10-01 17:49:35,"30628 Michele Springs
Meghanton, DE 80202"
715,1295,2023-04-19 02:31:35,In Transit,2023-10-03 01:11:36,"29239 Daisy Radial Apt. 928
New Justin, AS 26209"
716,1004,2022-09-27 10:20:31,Shipped,2023-10-02 04:42:47,"49593 Richard Divide Apt. 894
Robinstad, OK 71999"
717,2652,2023-01-14 15:29:34,Shipped,2023-10-02 14:55:26,"09806 Reed Summit Suite 320
Toddmouth, WI 63254"
718,2811,2023-02-19 15:05:37,Delivered,2023-09-28 09:58:11,"300 Martin Spurs Suite 712
New Mark, NM 75461"
719,2246,2023-07-10 15:57:11,Shipped,2023-09-30 00:15:42,"06539 Reeves Streets Apt. 828
West Amandaburgh, PR 95580"
720,1433,2023-05-04 11:06:19,Shipped,2023-10-03 07:08:10,"45346 Peggy Burgs
North Erinberg, WY 38872"
721,1172,2023-02-21 11:26:47,In Transit,2023-10-02 02:49:42,"4262 Sanchez Gardens Suite 080
Wrightburgh, CT 84525"
722,4400,2022-10-26 22:05:10,In Transit,2023-10-01 16:49:42,"5217 Chad Crossing Apt. 730
Lake Crystal, LA 58370"
723,4358,2023-05-10 17:45:00,Shipped,2023-09-27 20:20:48,"60250 Ricky Branch Apt. 794
Port Sharon, IL 07053"
724,3524,2022-10-11 22:52:43,In Transit,2023-09-28 04:00:55,"965 Haley Roads Apt. 099
Sanchezhaven, CA 89879"
725,4243,2023-04-23 04:16:24,Delivered,2023-09-29 15:12:39,"015 Joshua Plains Apt. 497
West Luisfort, SC 83847"
726,289,2023-07-25 16:38:22,Shipped,2023-10-01 00:57:15,"79905 Bradley Key
Jamesberg, AS 14184"
727,2255,2023-07-17 14:12:05,Delivered,2023-10-01 02:11:04,"USCGC Lee
FPO AA 55243"
728,4731,2023-09-02 23:46:00,Delivered,2023-10-01 12:19:29,"3166 Reid Center Suite 596
West Kimland, DE 25718"
729,1432,2023-08-16 03:24:16,Delivered,2023-09-27 19:36:05,"3839 Little Place
West Jerry, AR 39870"
730,4540,2023-01-21 00:15:02,Shipped,2023-09-29 06:13:05,"78023 Tate Plains
Ayalaville, RI 66690"
731,1869,2023-07-30 03:41:32,Delivered,2023-09-30 18:30:20,"062 Nathaniel Gateway Suite 325
Nguyenhaven, WV 49025"
732,1829,2022-10-26 17:26:38,In Transit,2023-09-29 01:33:47,"Unit 4943 Box 8473
DPO AE 97573"
733,3758,2023-07-09 05:26:35,Delivered,2023-09-28 15:36:08,"36722 Bradley Glen Suite 070
Smithmouth, GU 79636"
734,4163,2023-03-01 19:44:57,Shipped,2023-09-29 17:59:08,"7826 Carlos Greens Suite 060
Ortizberg, FM 04391"
735,4176,2023-05-04 07:38:51,In Transit,2023-09-29 07:55:57,"82643 Wood Shores Apt. 191
North Karen, DE 39658"
736,257,2022-10-20 05:49:36,Shipped,2023-09-28 14:54:25,"646 Sandoval Hollow Suite 458
North Ericahaven, TN 87181"
737,3555,2023-01-04 04:28:10,In Transit,2023-09-29 22:58:23,"3684 Joseph Lakes Suite 301
Kramerstad, MD 42212"
738,2764,2022-10-19 23:14:00,In Transit,2023-10-02 10:50:58,"2972 Morris Turnpike Apt. 813
South Kim, NH 26482"
739,4595,2023-08-04 11:10:22,Shipped,2023-10-04 02:06:10,"254 Holloway Squares
Audreyfort, UT 29293"
740,3877,2022-10-01 17:39:20,In Transit,2023-09-29 13:38:56,"1179 Hernandez Rue Suite 884
North Troy, NY 08953"
741,4916,2023-06-04 02:38:46,In Transit,2023-10-01 23:36:16,"266 Jones Alley Apt. 248
West Martin, LA 82009"
742,1815,2023-09-01 16:50:29,Shipped,2023-10-04 09:14:50,"731 Mark Lodge
Benjaminmouth, NE 08114"
743,1455,2022-12-03 23:36:14,Delivered,2023-10-04 09:26:43,"8063 Sierra Grove Suite 616
Phillipsfort, FL 22877"
744,4060,2023-06-18 11:39:39,In Transit,2023-09-30 01:01:32,"84256 Susan Walk Apt. 985
Turnerland, VI 77482"
745,2307,2023-05-27 22:26:44,Shipped,2023-10-03 23:25:53,"PSC 0792, Box 7223
APO AA 63903"
746,54,2023-08-30 17:33:30,Shipped,2023-10-03 23:03:04,"552 Donald Center Apt. 113
Espinozaview, AZ 28213"
747,4243,2023-09-23 06:04:50,Delivered,2023-09-29 23:51:56,"8671 Ford Point Suite 793
Justinview, TN 11367"
748,936,2023-04-30 20:24:34,Shipped,2023-10-01 05:15:10,"6222 Kelly Ramp Suite 671
Cobbchester, NV 24807"
749,4972,2023-06-30 16:26:07,In Transit,2023-09-29 15:33:56,"448 Smith Loaf Apt. 901
Port Matthewville, NV 90694"
750,1935,2023-08-26 00:43:45,Shipped,2023-10-03 04:44:03,"71560 Mcbride Station
Lake Ericburgh, MI 87579"
751,1044,2023-08-31 10:08:05,Shipped,2023-10-01 17:01:18,"Unit 2761 Box 4114
DPO AA 99414"
752,2541,2023-07-25 10:21:21,In Transit,2023-09-30 02:40:47,"6936 Warren Dale
West Karen, AS 61290"
753,2152,2023-05-19 06:08:14,In Transit,2023-10-01 21:56:34,"904 Collier Meadow Suite 968
Bradleystad, KY 16137"
754,4407,2023-06-21 02:38:51,Shipped,2023-10-03 12:30:39,"606 Daniels Mission
New Charlesmouth, WI 36092"
755,4169,2023-08-31 02:03:32,Delivered,2023-09-28 04:51:14,"374 Mcmillan Plaza
South Alexis, PR 46186"
756,2104,2023-01-10 06:46:30,Delivered,2023-10-03 21:53:23,"186 Dougherty Mill
North Peggy, UT 92586"
757,2584,2023-02-22 23:18:19,In Transit,2023-10-02 05:25:15,"14077 Davis Light Apt. 421
South Donnafort, CT 51954"
758,324,2023-09-25 19:22:28,In Transit,2023-10-01 14:22:57,"9014 Dorothy Forge
Josephfurt, UT 14420"
759,1966,2022-10-27 09:31:44,Delivered,2023-09-30 18:37:29,"03757 Austin Course
Lewismouth, VI 52886"
760,1525,2023-07-22 15:01:25,In Transit,2023-10-04 12:22:20,"1265 Ford Expressway
Markborough, ND 37339"
761,3423,2023-04-08 15:48:15,Delivered,2023-09-27 18:26:49,"PSC 4088, Box 4482
APO AE 55309"
762,3868,2023-09-24 01:15:43,Delivered,2023-10-02 13:32:41,"836 Peterson Trail Suite 695
New Alexandrabury, PA 44538"
763,2382,2023-07-21 14:01:12,Delivered,2023-09-28 06:22:23,"Unit 0326 Box 7578
DPO AA 98484"
764,4666,2023-02-20 22:59:17,Delivered,2023-10-03 00:46:35,"725 Javier Vista
Granttown, ME 55230"
765,1658,2023-09-08 08:41:02,In Transit,2023-10-01 23:20:20,"1870 Douglas Via Suite 919
Port Jane, NJ 76385"
766,397,2023-07-17 15:18:28,Delivered,2023-10-02 12:44:23,"01082 Elizabeth Flats Apt. 654
Phillipland, VT 29629"
767,3490,2023-08-26 06:13:00,Shipped,2023-10-01 07:24:28,"7700 Casey Road Suite 446
New John, MO 74386"
768,4348,2023-06-18 05:00:52,In Transit,2023-09-30 07:36:14,"0635 Samantha Shore
Whiteport, NE 90181"
769,1680,2022-11-21 17:42:27,In Transit,2023-10-01 23:25:50,"05882 Michael Bridge
New Megan, SD 70432"
770,3031,2023-03-31 19:48:34,In Transit,2023-09-30 08:46:04,"58919 David Mountains
Davidfort, DE 50153"
771,60,2023-04-21 17:02:53,Delivered,2023-10-04 08:15:04,"37555 Olivia Drive Suite 092
Bryanview, ND 56860"
772,1297,2023-02-12 05:32:14,Shipped,2023-10-02 00:55:28,"63147 Castillo Manor Apt. 900
Lake Dannyhaven, WI 70678"
773,1825,2023-05-30 03:51:53,Delivered,2023-10-04 03:52:41,"2300 Joseph Springs
Alexanderton, KS 73495"
774,1680,2023-07-15 19:06:30,In Transit,2023-09-30 08:53:06,"18010 Cynthia Coves
South Michaelmouth, MS 71717"
775,2184,2023-03-14 08:20:10,In Transit,2023-10-02 02:06:47,"414 Thomas Isle Apt. 760
West Douglaschester, NY 13711"
776,1119,2023-01-12 11:10:40,Shipped,2023-09-30 11:59:18,"07174 Shane Summit Suite 594
Karenberg, SD 74138"
777,630,2023-08-08 01:37:18,Shipped,2023-10-01 04:51:39,"7775 Adams Mountain Suite 549
West Charleschester, AR 89605"
778,4888,2022-11-30 20:47:53,In Transit,2023-09-30 13:00:48,"6447 Ballard Trafficway Suite 460
Sandershaven, MP 64996"
779,723,2023-01-19 22:05:52,Shipped,2023-10-01 05:26:02,"591 Monica Prairie Suite 080
Kimberlyland, RI 69457"
780,3200,2023-02-15 07:47:39,Shipped,2023-10-01 13:34:44,"63936 Jones Prairie
East Craigshire, KS 09359"
781,4522,2023-02-13 18:28:41,Shipped,2023-09-30 08:59:53,"030 Alyssa Way Apt. 654
South Patricia, TN 75896"
782,630,2023-08-27 07:31:16,In Transit,2023-09-27 18:18:53,"114 Erica Grove Suite 747
East Josephbury, VI 66029"
783,876,2023-09-06 13:41:01,Delivered,2023-09-28 05:05:25,"0184 Mckee Hills
Port Katie, NH 81161"
784,3425,2023-03-06 03:37:06,In Transit,2023-09-27 17:37:49,"2574 Ross Lights
Jonesmouth, DC 93812"
785,1592,2023-07-23 19:35:18,Delivered,2023-10-03 08:12:12,"3878 Joshua Plains
Stevenston, CT 37497"
786,3709,2022-12-31 18:14:04,In Transit,2023-09-30 10:30:27,"720 Johnson Turnpike
Wendyberg, DC 17138"
787,2570,2023-08-27 14:25:08,Shipped,2023-10-02 19:30:32,"8200 Kelly Row Apt. 480
New Dariusborough, MI 03297"
788,3861,2023-05-15 23:22:27,Shipped,2023-10-01 07:10:57,"0484 Jason Shore Apt. 675
New Melissa, FL 16079"
789,4100,2022-11-17 21:01:14,Delivered,2023-10-02 05:20:37,"3429 Lee Points Apt. 670
Mercermouth, MI 42089"
790,4997,2023-05-20 19:32:33,Shipped,2023-09-28 10:05:52,"843 Wilson Passage
East Cheryl, LA 10213"
791,1505,2023-07-09 22:58:35,Delivered,2023-10-04 04:56:44,"839 Andrew Shore Apt. 845
Christopherport, MI 47190"
792,613,2023-09-06 14:19:49,In Transit,2023-09-30 11:40:17,"034 Richard Coves
Robertsside, MN 91802"
793,1891,2022-10-15 15:09:24,Delivered,2023-10-03 11:18:17,"22162 Cassidy Greens
West Rebeccafort, WA 71720"
794,2627,2023-02-19 19:31:13,In Transit,2023-10-04 05:53:40,"2015 Mitchell Plaza Suite 026
Port Kimland, UT 58392"
795,3754,2023-01-12 05:01:14,Shipped,2023-09-29 01:52:45,"710 Lawrence Radial
South Dylanfort, UT 52582"
796,714,2023-08-10 16:49:02,In Transit,2023-10-01 16:43:16,"USS Miller
FPO AP 38513"
797,4795,2023-08-31 17:38:03,Delivered,2023-09-27 16:15:09,"31699 Emily Parkway Apt. 857
Port Ericstad, HI 58091"
798,31,2023-06-13 10:00:26,In Transit,2023-09-30 00:01:01,"228 Cooper Pine Apt. 937
Hendrickschester, VI 41421"
799,652,2023-04-23 22:45:44,Shipped,2023-10-01 12:26:23,"USNS Stevens
FPO AE 19845"
800,3039,2023-02-17 03:00:17,Delivered,2023-10-03 00:33:29,"1435 Ryan Tunnel Suite 289
North Karen, OR 95447"
801,127,2023-01-16 02:21:54,Shipped,2023-10-04 08:31:21,"539 Katrina Brooks
Petersonstad, MT 04148"
802,4474,2023-08-19 07:40:02,In Transit,2023-09-28 12:35:03,"93788 Russell Vista
South Tanyaberg, VI 31219"
803,932,2023-03-28 18:10:35,Shipped,2023-09-27 19:28:54,"508 Donna Walks
Lake James, ME 90084"
804,4914,2023-05-07 14:32:13,Delivered,2023-09-28 13:59:54,"PSC 7817, Box 7645
APO AA 97438"
805,2928,2023-08-22 06:02:11,In Transit,2023-10-02 14:55:28,"331 Riley Alley Apt. 707
Alanfurt, NV 10494"
806,1988,2023-07-08 18:08:03,Delivered,2023-09-30 02:09:17,"416 Curtis Highway
Kristenside, PR 06931"
807,3827,2023-07-27 10:07:58,Shipped,2023-10-04 10:30:09,"1764 Paula Port Apt. 101
Kyleside, NH 06697"
808,4517,2023-09-07 03:29:38,In Transit,2023-09-28 03:56:20,"7794 Durham Lights Suite 300
Rebeccamouth, NH 73900"
809,723,2022-12-13 10:56:36,In Transit,2023-10-02 11:00:39,"0083 Taylor Overpass
Hunterton, MP 73644"
810,3557,2023-07-07 00:02:59,Shipped,2023-10-02 21:15:31,"35994 Daniel Vista Apt. 156
West Steven, VA 05808"
811,1749,2023-06-12 22:21:16,In Transit,2023-10-03 06:39:53,"23439 Daniel Tunnel
Port Jasonland, MH 38727"
812,1201,2023-07-12 18:27:12,Delivered,2023-09-30 01:17:59,"82861 Deborah Mews
West Robert, AS 06049"
813,4211,2022-11-19 21:50:51,Shipped,2023-10-04 10:42:23,"018 Bobby Row
South Kathleenbury, TN 91853"
814,3269,2023-04-23 17:07:47,Delivered,2023-09-30 23:16:17,"1688 Dustin Spur
Manningview, MO 34040"
815,2332,2023-03-22 23:44:45,In Transit,2023-10-04 01:04:48,"453 Atkinson Course
Sandersport, MT 67568"
816,1381,2023-06-20 21:25:36,Delivered,2023-09-28 06:25:42,"987 Colton Knoll
Chambersport, VI 55645"
817,3295,2023-04-19 10:09:56,Shipped,2023-10-01 11:19:15,"462 Gaines Valley Apt. 298
East Anthonystad, NM 22816"
818,3212,2023-01-17 10:03:52,Delivered,2023-09-30 05:46:59,"1105 Holmes Mountains Suite 384
Lake Lauraberg, UT 39077"
819,4334,2023-08-17 15:44:55,Delivered,2023-09-29 06:57:29,"94974 Alexander Stravenue Apt. 725
Collinsland, MP 65189"
820,940,2022-11-07 17:46:11,Delivered,2023-10-04 03:54:56,"7166 Brown Squares
Port Summermouth, UT 62151"
821,2144,2023-08-27 00:53:17,Shipped,2023-10-03 12:24:15,"8945 Beltran Gateway
New Ashleyfurt, MP 63760"
822,4971,2023-02-01 15:37:13,In Transit,2023-09-28 16:34:50,"Unit 2850 Box 3190
DPO AA 26527"
823,2540,2022-09-28 17:05:17,Shipped,2023-09-29 05:20:00,"39310 Moore Hollow
Tamaraville, NY 45730"
824,344,2023-09-06 12:16:25,In Transit,2023-10-02 12:42:05,"44112 Dixon Falls Apt. 892
New Ronald, MT 40449"
825,1194,2023-03-01 02:55:17,In Transit,2023-10-04 05:17:28,"04463 Kaitlin Crossing
Port Ronaldville, DC 68143"
826,2960,2023-01-15 07:13:37,Shipped,2023-09-28 23:34:04,"218 Blankenship Knolls Apt. 045
Holmesmouth, AR 83957"
827,2542,2022-10-01 19:43:17,Shipped,2023-10-04 02:45:56,"228 David Ranch Suite 181
New Jessica, NY 90775"
828,2683,2022-11-02 09:59:34,In Transit,2023-10-02 10:23:09,"4104 Evans Fields
Mclaughlinview, MS 21195"
829,4539,2022-12-09 09:27:52,In Transit,2023-09-30 15:51:50,"264 Alexander Coves Apt. 144
Lake Lori, PA 20062"
830,2784,2022-11-01 12:17:24,Shipped,2023-09-30 17:09:38,"39253 Greer Hills Apt. 534
Delgadoland, AZ 64792"
831,3602,2023-05-29 23:50:47,Shipped,2023-10-02 18:28:47,"8686 Francisco Park Suite 316
North Joanneville, CA 02855"
832,2937,2023-06-02 17:15:06,Delivered,2023-09-30 09:32:41,"6298 Merritt Roads Suite 064
Bryanttown, FM 39655"
833,4318,2022-10-10 14:29:26,Shipped,2023-09-30 03:10:02,"271 Jenkins Pike
North Juliebury, HI 65670"
834,4780,2023-03-28 21:51:21,In Transit,2023-09-29 02:18:50,"60016 Rodriguez Mall
East Phyllis, IN 00676"
835,3907,2023-08-17 16:24:58,Shipped,2023-10-03 14:43:00,"USNS Schmidt
FPO AA 28064"
836,645,2023-04-04 14:22:57,In Transit,2023-10-02 13:03:50,"72678 Clark Port
Warrenfort, NE 98822"
837,2895,2023-05-06 14:03:50,Shipped,2023-10-03 13:06:17,"74929 Jean Loop Apt. 639
Arellanoview, MI 98449"
838,2840,2023-03-13 09:24:18,Shipped,2023-10-02 17:26:38,"741 Chloe Ville
Port Carol, IN 70950"
839,2438,2023-05-22 08:03:13,Delivered,2023-09-28 02:26:55,"2691 Grant Extension
New Lauraview, TN 91254"
840,472,2022-11-29 18:02:32,In Transit,2023-09-30 11:34:48,"6957 Adam Green Apt. 723
Port Desireeside, LA 83704"
841,4356,2023-06-11 05:41:32,Shipped,2023-09-28 14:18:11,"89492 Katherine Corner Suite 505
Stephanieton, PR 14815"
842,4920,2023-04-11 16:37:34,Delivered,2023-10-01 18:03:53,"39347 Young Avenue Suite 853
Cruzberg, MS 58857"
843,1587,2023-06-24 03:23:21,Delivered,2023-10-02 03:11:48,"8919 Michael Heights Suite 932
Christineberg, SC 37135"
844,4771,2023-02-24 02:11:35,Delivered,2023-09-28 01:43:33,"Unit 0696 Box 8961
DPO AE 24658"
845,1026,2023-04-19 11:35:17,Shipped,2023-10-03 13:05:58,"9403 Maria Parks
Michaelton, SC 23282"
846,1350,2023-08-01 08:41:37,Shipped,2023-10-04 04:42:41,"4524 Turner Drive Apt. 134
East Davidshire, AK 35583"
847,633,2023-07-03 17:53:55,Shipped,2023-09-29 04:41:14,"432 Jefferson Prairie
Hessborough, MD 49638"
848,2844,2022-11-05 13:16:22,Delivered,2023-10-01 14:55:11,"47295 Susan Run
Duncanmouth, WY 83935"
849,3284,2022-11-16 22:29:14,In Transit,2023-10-04 03:25:28,"17541 Cunningham Stream Apt. 705
Allenside, AZ 95475"
850,63,2023-06-26 08:53:29,Delivered,2023-09-30 01:33:38,"30758 Mills Union
New Territown, NV 04059"
851,312,2023-01-06 05:20:29,In Transit,2023-10-04 02:28:49,"00012 Gutierrez Village
Lake Randall, MO 58240"
852,3385,2023-07-19 14:37:46,In Transit,2023-09-29 07:32:24,"288 Harris Trafficway Suite 170
North Patriciatown, NM 24586"
853,979,2023-02-02 20:18:44,Shipped,2023-10-01 06:11:41,"75822 Joseph Ville
Walkerburgh, IA 94915"
854,2209,2023-02-28 18:28:48,In Transit,2023-10-01 08:38:41,"516 Fernandez Haven
East Seanside, CA 97528"
855,641,2023-04-17 06:22:51,Shipped,2023-09-30 13:02:35,"USNS Sullivan
FPO AA 36853"
856,477,2023-03-06 01:23:42,Delivered,2023-10-03 09:25:37,"281 Tracy Mountain
North Thomasfurt, VA 75433"
857,917,2023-03-11 11:07:33,In Transit,2023-10-01 02:45:35,"44936 Valerie Forge Apt. 494
Mullinsshire, AZ 77059"
858,110,2023-06-07 07:03:15,Shipped,2023-10-03 21:38:31,"9618 Ayala Lakes Suite 909
Wilsontown, FM 75954"
859,4026,2023-02-13 07:43:30,Delivered,2023-09-30 12:24:15,"4399 Christopher River
Thomasstad, NY 13769"
860,3687,2023-04-10 14:26:40,Delivered,2023-10-02 07:32:32,"118 Jared Turnpike Suite 064
East Ethanborough, NC 25196"
861,2692,2022-12-29 20:25:14,Delivered,2023-09-29 06:50:00,"4010 Eric Track
Frankborough, MH 94835"
862,1682,2023-03-27 12:08:02,Delivered,2023-10-01 22:37:36,"2938 Gentry Loop Apt. 745
Sherryport, MI 02815"
863,2325,2023-01-23 05:08:55,In Transit,2023-09-30 08:45:36,"846 Jonathan Pine
West Gloriamouth, NM 23405"
864,4753,2023-06-05 10:46:12,Delivered,2023-09-29 01:15:18,"05731 Roberto Hollow Apt. 333
Vincenthaven, MS 46085"
865,2488,2023-02-25 04:40:21,Delivered,2023-10-03 11:17:53,"556 Bowen Mission
Sullivanmouth, MT 03957"
866,4701,2023-04-17 12:03:38,In Transit,2023-10-02 02:11:49,"13729 Edwards Parks Apt. 551
Michaelville, WV 57933"
867,12,2023-01-04 05:49:06,Delivered,2023-10-02 15:58:31,"098 Rachel Mount
Bishophaven, LA 80183"
868,4466,2023-08-31 22:37:20,In Transit,2023-10-01 09:18:42,"3082 Haney Ferry Suite 130
North Sharon, FL 34545"
869,3074,2023-02-26 22:50:02,In Transit,2023-10-02 09:26:14,"Unit 1875 Box 5807
DPO AA 32409"
870,101,2022-10-25 02:20:41,In Transit,2023-09-27 21:33:21,"0944 Kelli Fall
Hernandezton, WI 51517"
871,3264,2022-10-05 20:53:59,Shipped,2023-09-28 14:54:34,"93120 Hampton Walks
Livingstonmouth, PA 70911"
872,3859,2022-12-27 05:04:25,In Transit,2023-10-02 21:34:54,"20072 Janice Forges Suite 405
Hansonborough, RI 55612"
873,847,2022-10-12 06:14:22,Shipped,2023-10-03 00:36:12,"USNS Guerrero
FPO AA 72829"
874,883,2023-03-23 09:06:43,Shipped,2023-10-04 06:14:07,"3653 Jeffery Centers
Margaretton, OK 89106"
875,3396,2023-07-17 10:42:39,In Transit,2023-10-03 07:42:19,"81825 Mcdowell Station
West Ashley, WV 95658"
876,4861,2022-11-18 01:35:47,Delivered,2023-10-02 06:01:48,"4772 Wilkinson Inlet
Port Douglasview, CT 89544"
877,3591,2023-06-11 22:52:04,Shipped,2023-09-27 14:53:43,"0064 Brian Station Suite 729
North Chelsea, PA 72510"
878,4441,2023-07-25 20:26:07,Delivered,2023-09-29 18:41:43,"031 Castillo Mountain
Lyonsfort, AZ 08718"
879,4781,2023-02-22 14:42:41,Shipped,2023-10-02 05:42:17,"15228 Jason Vista Apt. 132
Port Audrey, ME 96490"
880,1343,2022-11-04 05:29:30,Shipped,2023-09-29 05:51:54,"617 Bautista Vista
Tatetown, CO 60569"
881,2729,2023-01-09 10:28:14,Shipped,2023-10-03 11:39:17,"79983 Bernard Corners Apt. 651
Jamestown, UT 10284"
882,1277,2022-11-21 17:31:41,In Transit,2023-10-01 20:05:22,"67439 Elizabeth Well Suite 419
Port Billton, FL 64469"
883,610,2023-02-12 21:47:15,Delivered,2023-09-29 02:54:31,"6609 Robert Landing
Lake Jennifer, WA 30214"
884,1989,2023-02-09 05:36:29,Shipped,2023-09-28 11:08:06,"Unit 4248 Box 2805
DPO AP 83038"
885,2889,2023-08-01 15:48:10,In Transit,2023-09-30 14:12:40,"95847 Matthew Harbors Apt. 325
Lisaport, WI 31756"
886,2928,2022-10-11 20:44:55,In Transit,2023-10-02 06:32:06,"583 Sean Prairie Suite 008
Sheppardshire, FM 99843"
887,2255,2023-02-10 20:29:41,In Transit,2023-09-29 06:41:16,"8806 Edwards Port
Tonyton, IL 48300"
888,779,2023-03-29 04:33:54,Shipped,2023-10-01 11:11:00,"30067 Bryan Springs Apt. 912
West Tracy, WY 75459"
889,3097,2022-11-06 04:04:18,In Transit,2023-09-28 04:18:11,"492 Daniel Port
West Nathanielstad, MN 84904"
890,766,2022-09-30 02:22:08,Shipped,2023-10-02 15:04:42,"347 Gutierrez Passage
West Rachel, WV 43353"
891,1478,2023-08-04 21:44:21,In Transit,2023-10-04 09:44:44,"2048 Melissa Fields
Matthewborough, PW 54213"
892,836,2022-12-28 00:21:27,Delivered,2023-09-29 00:47:18,"433 Erica Mission Suite 680
South Chadshire, DE 15461"
893,468,2023-08-31 07:44:47,In Transit,2023-10-01 07:07:16,"91812 Isaac Mission Apt. 289
Jessicafurt, FM 85769"
894,450,2023-05-27 23:09:07,In Transit,2023-09-29 08:52:02,"5417 Adam Fort Suite 948
New Patricktown, GA 73777"
895,2887,2023-04-30 05:49:39,Shipped,2023-09-28 11:45:30,"2129 Mitchell Land Suite 234
Joshuaton, NE 58016"
896,2500,2023-05-31 20:03:02,Shipped,2023-10-01 06:51:17,"36850 Hernandez Dale Apt. 251
Gregorytown, AL 94454"
897,3399,2023-05-30 16:23:12,Delivered,2023-09-28 20:12:17,"PSC 0811, Box 4745
APO AP 03226"
898,3153,2022-12-25 17:24:41,In Transit,2023-09-27 21:11:50,"757 Sullivan Alley
South Melaniefurt, LA 31823"
899,1900,2023-08-06 04:33:16,Shipped,2023-10-03 23:35:32,"9723 Travis Ridge Apt. 455
Teresaton, MI 10141"
900,3880,2023-02-08 04:41:20,Delivered,2023-10-02 06:11:38,"6744 Adams Groves
Jonesberg, AK 29524"
901,4136,2022-12-25 13:46:43,Shipped,2023-10-01 10:03:19,"2144 Garcia Way
New Danielle, TX 49517"
902,1301,2023-06-26 18:07:40,Shipped,2023-10-03 07:29:43,"4866 Collins Extension Apt. 267
North Susanfort, AR 33321"
903,3969,2023-07-12 08:19:04,In Transit,2023-10-01 14:56:02,"6538 Pacheco Trail Suite 299
Sanchezborough, ME 15537"
904,3473,2023-06-02 20:38:33,Delivered,2023-10-01 11:01:55,"8552 Day Cape Suite 986
Shawnton, AS 31035"
905,672,2023-07-30 22:27:53,Delivered,2023-10-02 14:15:35,"26353 Johnson Pass
Lake Jefferyfurt, VT 41851"
906,3038,2023-03-01 21:50:21,In Transit,2023-09-30 08:55:56,"PSC 5053, Box 1925
APO AA 80495"
907,4011,2022-12-20 15:40:22,Delivered,2023-10-01 01:07:33,"025 Thompson Crossroad
Davenportberg, DC 36762"
908,1922,2022-12-26 03:11:51,In Transit,2023-09-30 08:38:23,"27964 Briggs Lock Apt. 682
South Lorraine, WY 04287"
909,1021,2023-09-25 17:10:51,In Transit,2023-10-02 15:11:28,"891 Philip Garden Apt. 031
South Kari, WV 71072"
910,148,2023-01-26 01:30:29,Delivered,2023-10-03 14:37:11,"44109 Christopher Ports
Loveburgh, WI 91053"
